sample,GPSC,merge_history
14723_3#81,5,5;369;558
14566_5#43,5,5;369;558
22027_1#40,5,5;369;558
14566_4#51,5,5;369;558
22841_3#161,5,5;369;558
15841_1#33,5,5;369;558
9221_3#41,5,5;369;558
17175_4#86,5,5;369;558
19183_3#142,5,5;369;558
15873_6#40,5,5;369;558
21127_2#167,5,5;369;558
14936_5#45,5,5;369;558
15995_2#38,5,5;369;558
13681_1#35,5,5;369;558
13414_3#90,5,5;369;558
15841_4#26,5,5;369;558
15995_2#44,5,5;369;558
21242_6#80,5,5;369;558
9221_5#13,5,5;369;558
21127_2#169,5,5;369;558
17870_7#41,5,5;369;558
19183_3#174,5,5;369;558
9221_4#12,5,5;369;558
21127_1#144,5,5;369;558
24861_1#42,5,5;369;558
3379_3#6,5,5;369;558
17870_7#69,5,5;369;558
6972_7#64,5,5;369;558
14913_6#34,5,5;369;558
19183_3#45,5,5;369;558
7622_3#93,5,5;369;558
14673_3#36,5,5;369;558
15940_7#72,5,5;369;558
19341_1#14,5,5;369;558
15841_2#2,5,5;369;558
14410_8#10,5,5;369;558
15873_6#13,5,5;369;558
19646_1#3,5,5;369;558
14555_3#33,5,5;369;558
17059_8#46,5,5;369;558
15731_8#57,5,5;369;558
24861_1#18,5,5;369;558
14412_1#77,5,5;369;558
23164_8#83,5,5;369;558
14520_5#18,5,5;369;558
15841_2#79,5,5;369;558
24861_1#102,5,5;369;558
4350_6#4,5,5;369;558
15940_6#84,5,5;369;558
22667_8#7,5,5;369;558
22841_1#44,5,5;369;558
15841_4#58,5,5;369;558
15873_8#29,5,5;369;558
12838_1#66,5,5;369;558
9716_7#44,5,5;369;558
7004_5#6,5,5;369;558
15531_2#48,5,5;369;558
6983_8#86,5,5;369;558
21242_6#83,5,5;369;558
24820_2#341,5,5;369;558
13353_7#59,5,5;369;558
6512_1#15,5,5;369;558
21242_6#30,5,5;369;558
14566_4#79,5,5;369;558
14412_2#91,5,5;369;558
20402_4#87,5,5;369;558
15731_8#42,5,5;369;558
15873_8#39,5,5;369;558
13414_1#9,5,5;369;558
21999_8#167,5,5;369;558
17059_8#13,5,5;369;558
13415_7#75,5,5;369;558
6925_7#23,5,5;369;558
15873_4#64,5,5;369;558
14913_5#4,5,5;369;558
21523_1#115,5,5;369;558
15378_4#83,5,5;369;558
21999_8#171,5,5;369;558
20402_4#16,5,5;369;558
7054_5#5,5,5;369;558
17870_7#53,5,5;369;558
15873_1#62,5,5;369;558
20402_4#103,5,5;369;558
28042_2#46,5,5;369;558
24861_1#33,5,5;369;558
15940_6#77,5,5;369;558
6972_8#50,5,5;369;558
16288_5#26,5,5;369;558
12837_4#14,5,5;369;558
17175_4#2,5,5;369;558
18456_1#85,5,5;369;558
14913_6#7,5,5;369;558
9221_5#50,5,5;369;558
7622_5#93,5,5;369;558
6631_2#23,5,5;369;558
19084_8#106,5,5;369;558
15873_4#26,5,5;369;558
28042_2#205,5,5;369;558
9262_4#91,5,5;369;558
23733_1#135,5,5;369;558
17870_8#167,5,5;369;558
13415_7#5,5,5;369;558
22841_1#70,5,5;369;558
4370_1#6,5,5;369;558
22841_3#54,5,5;369;558
14410_7#51,5,5;369;558
24861_1#177,5,5;369;558
20402_4#178,5,5;369;558
14410_6#84,5,5;369;558
19084_7#28,5,5;369;558
24861_1#1,5,5;369;558
15873_8#70,5,5;369;558
15841_2#16,5,5;369;558
17870_8#188,5,5;369;558
14257_1#34,5,5;369;558
24861_1#146,5,5;369;558
19183_3#172,5,5;369;558
21999_7#104,5,5;369;558
22841_3#28,5,5;369;558
12837_4#36,5,5;369;558
17966_5#127,5,5;369;558
16453_2#65,5,5;369;558
24820_2#298,5,5;369;558
7001_2#18,5,5;369;558
14520_6#22,5,5;369;558
12290_3#45,5,5;369;558
15531_2#8,5,5;369;558
9221_3#71,5,5;369;558
17175_8#5,5,5;369;558
12291_6#18,5,5;369;558
9221_5#58,5,5;369;558
24820_2#357,5,5;369;558
19341_2#2,5,5;369;558
15940_7#74,5,5;369;558
22027_1#39,5,5;369;558
14723_4#86,5,5;369;558
15873_8#85,5,5;369;558
24820_2#343,5,5;369;558
17175_4#30,5,5;369;558
17428_8#64,5,5;369;558
9262_3#12,5,5;369;558
22984_8#13,5,5;369;558
12837_1#77,5,5;369;558
15682_5#41,5,5;369;558
13415_7#39,5,5;369;558
17870_8#172,5,5;369;558
13415_7#47,5,5;369;558
21999_8#93,5,5;369;558
9803_7#57,5,5;369;558
15995_1#41,5,5;369;558
22027_1#150,5,5;369;558
9262_4#55,5,5;369;558
22695_3#174,5,5;369;558
9221_3#83,5,5;369;558
17175_8#89,5,5;369;558
15841_5#61,5,5;369;558
15995_2#36,5,5;369;558
13224_7#31,5,5;369;558
13415_5#81,5,5;369;558
12291_4#48,5,5;369;558
15841_2#48,5,5;369;558
20402_4#47,5,5;369;558
20427_5#71,5,5;369;558
17175_4#54,5,5;369;558
22276_1#71,5,5;369;558
9262_4#21,5,5;369;558
15873_5#12,5,5;369;558
9221_4#36,5,5;369;558
19341_2#58,5,5;369;558
17966_5#6,5,5;369;558
15191_8#41,5,5;369;558
24861_1#2,5,5;369;558
28042_2#265,5,5;369;558
15731_8#9,5,5;369;558
15731_8#73,5,5;369;558
10395_5#45,5,5;369;558
12274_5#64,5,5;369;558
17966_5#21,5,5;369;558
13414_8#70,5,5;369;558
13415_7#33,5,5;369;558
15682_5#46,5,5;369;558
14410_8#86,5,5;369;558
6512_5#15,5,5;369;558
6930_7#4,5,5;369;558
15940_7#10,5,5;369;558
9221_4#18,5,5;369;558
14412_2#20,5,5;369;558
17138_4#23,5,5;369;558
24861_1#179,5,5;369;558
23584_8#60,5,5;369;558
13470_1#43,5,5;369;558
15873_6#65,5,5;369;558
19646_1#100,5,5;369;558
24861_1#73,5,5;369;558
23164_8#86,5,5;369;558
9950_1#45,5,5;369;558
13415_5#46,5,5;369;558
14936_4#50,5,5;369;558
15940_7#30,5,5;369;558
24775_1#240,5,5;369;558
19341_3#64,5,5;369;558
14566_5#83,5,5;369;558
15841_2#30,5,5;369;558
21242_6#36,5,5;369;558
12837_3#67,5,5;369;558
15873_3#53,5,5;369;558
9262_4#92,5,5;369;558
15873_1#43,5,5;369;558
22841_1#114,5,5;369;558
15940_4#56,5,5;369;558
14673_4#29,5,5;369;558
14673_5#73,5,5;369;558
21999_8#108,5,5;369;558
14410_8#23,5,5;369;558
15841_3#39,5,5;369;558
22841_1#145,5,5;369;558
21127_1#146,5,5;369;558
6999_2#3,5,5;369;558
22027_1#140,5,5;369;558
19341_2#59,5,5;369;558
24861_1#184,5,5;369;558
19646_1#127,5,5;369;558
15682_4#88,5,5;369;558
22841_2#67,5,5;369;558
9221_5#21,5,5;369;558
28042_2#14,5,5;369;558
13414_2#9,5,5;369;558
13414_3#64,5,5;369;558
22276_1#117,5,5;369;558
14412_1#27,5,5;369;558
6736_4#15,5,5;369;558
12299_1#60,5,5;369;558
9262_4#9,5,5;369;558
13414_8#51,5,5;369;558
14673_1#61,5,5;369;558
17138_3#7,5,5;369;558
18090_1#90,5,5;369;558
12837_2#82,5,5;369;558
17794_8#20,5,5;369;558
12162_1#82,5,5;369;558
6972_7#27,5,5;369;558
16399_5#14,5,5;369;558
6830_3#13,5,5;369;558
16453_3#56,5,5;369;558
10395_5#5,5,5;369;558
14410_7#42,5,5;369;558
14410_5#74,5,5;369;558
22276_1#59,5,5;369;558
19536_2#34,5,5;369;558
17059_6#16,5,5;369;558
14936_6#49,5,5;369;558
15873_3#50,5,5;369;558
17150_6#24,5,5;369;558
6631_1#8,5,5;369;558
13224_7#37,5,5;369;558
14412_1#90,5,5;369;558
17175_6#84,5,5;369;558
13353_7#3,5,5;369;558
14555_3#85,5,5;369;558
11893_1#86,5,5;369;558
15531_4#56,5,5;369;558
24861_1#35,5,5;369;558
14412_1#25,5,5;369;558
12162_1#91,5,5;369;558
15841_4#19,5,5;369;558
14936_6#80,5,5;369;558
15841_5#84,5,5;369;558
14673_4#16,5,5;369;558
17794_7#76,5,5;369;558
15841_5#6,5,5;369;558
12837_3#60,5,5;369;558
23733_1#114,5,5;369;558
19183_3#114,5,5;369;558
15995_2#77,5,5;369;558
14257_1#79,5,5;369;558
17175_5#76,5,5;369;558
24861_1#148,5,5;369;558
9221_3#25,5,5;369;558
15608_4#11,5,5;369;558
15841_5#39,5,5;369;558
15995_2#191,5,5;369;558
24371_8#196,5,5;369;558
6983_4#76,5,5;369;558
20402_4#11,5,5;369;558
14673_4#70,5,5;369;558
14555_4#48,5,5;369;558
14555_3#54,5,5;369;558
18456_1#173,5,5;369;558
15940_7#50,5,5;369;558
15682_3#54,5,5;369;558
21127_2#67,5,5;369;558
13353_7#38,5,5;369;558
9221_5#49,5,5;369;558
19183_3#148,5,5;369;558
6805_1#18,5,5;369;558
22667_8#27,5,5;369;558
6680_8#6,5,5;369;558
10395_5#56,5,5;369;558
14913_5#13,5,5;369;558
14936_6#64,5,5;369;558
17794_8#143,5,5;369;558
15378_4#29,5,5;369;558
19183_3#175,5,5;369;558
28042_2#50,5,5;369;558
14913_5#45,5,5;369;558
24861_1#59,5,5;369;558
14520_7#4,5,5;369;558
21242_6#85,5,5;369;558
19536_2#37,5,5;369;558
15841_2#53,5,5;369;558
14520_6#92,5,5;369;558
22841_4#139,5,5;369;558
11658_2#93,5,5;369;558
28042_2#144,5,5;369;558
7038_8#37,5,5;369;558
17794_7#139,5,5;369;558
13414_2#92,5,5;369;558
13415_8#43,5,5;369;558
7622_2#19,5,5;369;558
22841_1#173,5,5;369;558
14913_6#13,5,5;369;558
22841_3#90,5,5;369;558
11893_1#21,5,5;369;558
14936_5#84,5,5;369;558
22027_1#149,5,5;369;558
17150_6#28,5,5;369;558
6949_3#1,5,5;369;558
15873_8#53,5,5;369;558
17870_7#51,5,5;369;558
21999_8#149,5,5;369;558
15940_6#17,5,5;369;558
24861_1#26,5,5;369;558
14410_8#75,5,5;369;558
17870_7#52,5,5;369;558
15531_4#59,5,5;369;558
24861_1#182,5,5;369;558
21946_6#177,5,5;369;558
14913_5#75,5,5;369;558
22841_4#165,5,5;369;558
10395_5#41,5,5;369;558
24861_1#100,5,5;369;558
17966_5#126,5,5;369;558
6736_4#8,5,5;369;558
17150_4#1,5,5;369;558
17150_6#92,5,5;369;558
15841_4#5,5,5;369;558
9950_2#11,5,5;369;558
17794_8#25,5,5;369;558
19084_7#34,5,5;369;558
13681_1#47,5,5;369;558
18090_1#82,5,5;369;558
22841_4#161,5,5;369;558
15378_4#74,5,5;369;558
19646_1#18,5,5;369;558
14412_1#46,5,5;369;558
14673_4#36,5,5;369;558
24820_2#320,5,5;369;558
17966_5#169,5,5;369;558
14936_4#58,5,5;369;558
14936_6#55,5,5;369;558
21127_1#12,5,5;369;558
14555_4#57,5,5;369;558
22027_1#86,5,5;369;558
17966_5#1,5,5;369;558
14410_8#92,5,5;369;558
12837_5#39,5,5;369;558
15841_4#40,5,5;369;558
12378_2#15,5,5;369;558
21242_6#81,5,5;369;558
24861_1#176,5,5;369;558
19341_2#32,5,5;369;558
10868_6#61,5,5;369;558
14520_4#63,5,5;369;558
6486_5#22,5,5;369;558
22276_1#122,5,5;369;558
6972_7#41,5,5;369;558
17794_8#17,5,5;369;558
24861_1#170,5,5;369;558
18090_1#97,5,5;369;558
17794_8#120,5,5;369;558
22841_3#6,5,5;369;558
22114_6#57,5,5;369;558
12290_2#31,5,5;369;558
14673_4#18,5,5;369;558
21242_6#74,5,5;369;558
19341_1#22,5,5;369;558
18090_1#111,5,5;369;558
15995_1#101,5,5;369;558
16453_3#62,5,5;369;558
6730_1#14,5,5;369;558
15873_1#15,5,5;369;558
17059_6#14,5,5;369;558
22841_2#174,5,5;369;558
9950_1#37,5,5;369;558
13415_7#51,5,5;369;558
12290_3#64,5,5;369;558
15682_5#33,5,5;369;558
12837_2#33,5,5;369;558
19084_8#136,5,5;369;558
22841_3#16,5,5;369;558
17138_4#71,5,5;369;558
28042_2#112,5,5;369;558
15940_3#40,5,5;369;558
14410_6#6,5,5;369;558
19341_1#84,5,5;369;558
15731_8#70,5,5;369;558
23733_1#128,5,5;369;558
6949_3#5,5,5;369;558
21127_1#164,5,5;369;558
17870_7#74,5,5;369;558
15841_3#93,5,5;369;558
19341_3#119,5,5;369;558
23164_8#96,5,5;369;558
17870_7#178,5,5;369;558
4995_6#9,5,5;369;558
14410_7#3,5,5;369;558
6755_4#1,5,5;369;558
19341_1#31,5,5;369;558
15940_5#81,5,5;369;558
19183_3#183,5,5;369;558
22276_1#141,5,5;369;558
14410_8#79,5,5;369;558
14936_6#38,5,5;369;558
15874_1#12,5,5;369;558
13415_8#22,5,5;369;558
12837_5#13,5,5;369;558
14936_6#79,5,5;369;558
13353_7#47,5,5;369;558
22841_1#19,5,5;369;558
17794_7#162,5,5;369;558
15940_5#80,5,5;369;558
9221_5#51,5,5;369;558
15682_3#53,5,5;369;558
17059_8#76,5,5;369;558
6938_3#23,5,5;369;558
18456_1#93,5,5;369;558
15873_6#33,5,5;369;558
17428_8#163,5,5;369;558
19341_1#143,5,5;369;558
16453_2#63,5,5;369;558
21946_6#314,5,5;369;558
15682_4#34,5,5;369;558
22841_1#174,5,5;369;558
15995_1#172,5,5;369;558
20402_4#172,5,5;369;558
18090_1#145,5,5;369;558
7038_8#43,5,5;369;558
19536_2#45,5,5;369;558
12299_2#17,5,5;369;558
15378_4#51,5,5;369;558
14913_4#84,5,5;369;558
16453_3#79,5,5;369;558
15531_4#74,5,5;369;558
17059_6#61,5,5;369;558
21999_8#172,5,5;369;558
15873_2#62,5,5;369;558
12291_5#3,5,5;369;558
14520_6#37,5,5;369;558
13681_1#46,5,5;369;558
6664_1#10,5,5;369;558
15378_3#14,5,5;369;558
21999_8#50,5,5;369;558
18090_1#115,5,5;369;558
13710_1#42,5,5;369;558
9221_5#37,5,5;369;558
15841_4#93,5,5;369;558
13414_8#7,5,5;369;558
15841_6#41,5,5;369;558
17966_5#137,5,5;369;558
24371_8#129,5,5;369;558
28042_2#293,5,5;369;558
6925_1#65,5,5;369;558
12378_2#14,5,5;369;558
6925_6#18,5,5;369;558
19341_1#17,5,5;369;558
14410_7#23,5,5;369;558
7622_4#47,5,5;369;558
15531_2#62,5,5;369;558
15378_3#66,5,5;369;558
14412_1#18,5,5;369;558
28042_2#313,5,5;369;558
15841_3#12,5,5;369;558
14936_6#81,5,5;369;558
24775_1#125,5,5;369;558
18090_1#183,5,5;369;558
24861_1#83,5,5;369;558
23733_1#125,5,5;369;558
20402_4#12,5,5;369;558
24861_1#157,5,5;369;558
20402_4#34,5,5;369;558
13710_2#3,5,5;369;558
21127_2#70,5,5;369;558
19084_7#99,5,5;369;558
17059_6#2,5,5;369;558
16399_7#41,5,5;369;558
11657_8#2,5,5;369;558
12837_1#61,5,5;369;558
18456_1#86,5,5;369;558
19183_3#133,5,5;369;558
21127_2#185,5,5;369;558
7011_4#16,5,5;369;558
15841_3#26,5,5;369;558
22841_4#40,5,5;369;558
15873_4#37,5,5;369;558
23584_8#58,5,5;369;558
17138_3#51,5,5;369;558
11658_1#28,5,5;369;558
12162_1#13,5,5;369;558
19341_1#49,5,5;369;558
24861_1#45,5,5;369;558
22114_6#47,5,5;369;558
17175_5#55,5,5;369;558
17150_4#2,5,5;369;558
17870_7#44,5,5;369;558
13414_1#20,5,5;369;558
14410_5#80,5,5;369;558
15873_3#47,5,5;369;558
22335_7#91,5,5;369;558
14913_5#52,5,5;369;558
19084_7#164,5,5;369;558
17175_8#67,5,5;369;558
6775_1#24,5,5;369;558
18456_1#124,5,5;369;558
20427_4#45,5,5;369;558
15873_5#9,5,5;369;558
15873_6#70,5,5;369;558
13415_8#42,5,5;369;558
15841_1#3,5,5;369;558
19341_1#134,5,5;369;558
15995_2#141,5,5;369;558
7004_3#25,5,5;369;558
12162_1#46,5,5;369;558
17150_4#74,5,5;369;558
14520_4#15,5,5;369;558
20925_3#15,5,5;369;558
12838_1#76,5,5;369;558
15940_5#73,5,5;369;558
14520_7#56,5,5;369;558
22027_1#84,5,5;369;558
19646_1#26,5,5;369;558
24861_1#65,5,5;369;558
22027_1#104,5,5;369;558
21999_8#148,5,5;369;558
19341_2#57,5,5;369;558
15682_3#63,5,5;369;558
15873_4#68,5,5;369;558
19341_2#181,5,5;369;558
6930_7#5,5,5;369;558
13415_5#64,5,5;369;558
14673_4#60,5,5;369;558
15841_5#49,5,5;369;558
14913_3#90,5,5;369;558
22841_1#23,5,5;369;558
24936_1#17,5,5;369;558
9221_5#52,5,5;369;558
17966_5#107,5,5;369;558
16453_2#72,5,5;369;558
6983_4#96,5,5;369;558
17794_7#157,5,5;369;558
22114_6#71,5,5;369;558
24775_1#338,5,5;369;558
19183_3#24,5,5;369;558
19084_7#160,5,5;369;558
8016_3#58,5,5;369;558
14913_4#39,5,5;369;558
6710_8#21,5,5;369;558
24861_1#190,5,5;369;558
28042_2#221,5,5;369;558
12299_1#78,5,5;369;558
21946_6#135,5,5;369;558
23733_1#116,5,5;369;558
19341_3#32,5,5;369;558
15531_5#6,5,5;369;558
22841_1#54,5,5;369;558
14913_5#33,5,5;369;558
22276_1#78,5,5;369;558
13415_7#93,5,5;369;558
17059_8#57,5,5;369;558
17794_8#70,5,5;369;558
14566_4#37,5,5;369;558
13414_1#37,5,5;369;558
21946_6#334,5,5;369;558
17059_6#89,5,5;369;558
24861_1#195,5,5;369;558
15873_6#48,5,5;369;558
14520_5#2,5,5;369;558
14566_4#50,5,5;369;558
18456_1#46,5,5;369;558
17059_6#28,5,5;369;558
22841_1#68,5,5;369;558
19341_2#47,5,5;369;558
13470_1#84,5,5;369;558
22027_1#14,5,5;369;558
23495_7#57,5,5;369;558
6736_6#19,5,5;369;558
8016_3#77,5,5;369;558
6925_3#22,5,5;369;558
6259_6#6,5,5;369;558
15731_8#62,5,5;369;558
28042_2#197,5,5;369;558
14913_4#77,5,5;369;558
14673_3#82,5,5;369;558
15531_7#29,5,5;369;558
16453_2#48,5,5;369;558
4995_5#6,5,5;369;558
15873_6#84,5,5;369;558
20427_5#63,5,5;369;558
14913_2#59,5,5;369;558
24861_1#225,5,5;369;558
15841_3#46,5,5;369;558
15841_3#64,5,5;369;558
13710_1#63,5,5;369;558
23164_8#92,5,5;369;558
13415_4#41,5,5;369;558
22695_3#309,5,5;369;558
12837_2#81,5,5;369;558
19536_2#46,5,5;369;558
20427_5#23,5,5;369;558
15873_6#82,5,5;369;558
12378_4#39,5,5;369;558
15873_6#45,5,5;369;558
15940_1#24,5,5;369;558
17059_6#91,5,5;369;558
13415_4#25,5,5;369;558
17150_6#5,5,5;369;558
17059_8#94,5,5;369;558
21999_8#62,5,5;369;558
6972_7#54,5,5;369;558
12837_3#2,5,5;369;558
21999_8#120,5,5;369;558
17175_5#70,5,5;369;558
17059_6#65,5,5;369;558
24820_2#311,5,5;369;558
15995_1#109,5,5;369;558
15940_5#63,5,5;369;558
15378_2#2,5,5;369;558
9262_3#11,5,5;369;558
7553_4#11,5,5;369;558
14520_6#50,5,5;369;558
9789_5#15,5,5;369;558
8016_3#68,5,5;369;558
24861_1#43,5,5;369;558
7553_4#19,5,5;369;558
17150_4#48,5,5;369;558
13414_3#84,5,5;369;558
6755_1#3,5,5;369;558
17966_5#178,5,5;369;558
17428_8#31,5,5;369;558
17794_7#78,5,5;369;558
14913_3#61,5,5;369;558
22667_8#29,5,5;369;558
17175_7#64,5,5;369;558
9789_3#91,5,5;369;558
6631_7#21,5,5;369;558
7622_5#56,5,5;369;558
14913_7#49,5,5;369;558
14936_5#40,5,5;369;558
14936_6#71,5,5;369;558
19341_3#7,5,5;369;558
22841_3#153,5,5;369;558
7622_4#37,5,5;369;558
14723_2#39,5,5;369;558
15531_3#74,5,5;369;558
16399_8#44,5,5;369;558
19084_8#87,5,5;369;558
22841_1#28,5,5;369;558
19536_2#41,5,5;369;558
14723_1#69,5,5;369;558
7553_5#92,5,5;369;558
15682_3#8,5,5;369;558
15995_2#68,5,5;369;558
14410_4#73,5,5;369;558
17794_7#165,5,5;369;558
9221_3#70,5,5;369;558
19183_3#119,5,5;369;558
15378_2#37,5,5;369;558
15940_6#3,5,5;369;558
21523_1#133,5,5;369;558
8016_3#27,5,5;369;558
20402_4#20,5,5;369;558
15940_5#55,5,5;369;558
6899_7#22,5,5;369;558
12291_6#7,5,5;369;558
17059_6#58,5,5;369;558
15940_7#37,5,5;369;558
23733_1#113,5,5;369;558
21127_1#178,5,5;369;558
6753_4#11,5,5;369;558
21127_2#106,5,5;369;558
14913_4#36,5,5;369;558
17794_7#44,5,5;369;558
28042_2#321,5,5;369;558
16399_7#60,5,5;369;558
21242_6#50,5,5;369;558
21999_8#73,5,5;369;558
12837_2#80,5,5;369;558
13414_3#10,5,5;369;558
28042_2#104,5,5;369;558
17870_8#185,5,5;369;558
21127_2#184,5,5;369;558
17175_8#40,5,5;369;558
15731_8#35,5,5;369;558
28042_2#54,5,5;369;558
17150_6#68,5,5;369;558
21242_6#46,5,5;369;558
22841_4#83,5,5;369;558
15995_2#60,5,5;369;558
22027_1#31,5,5;369;558
19084_7#39,5,5;369;558
15873_8#40,5,5;369;558
17966_5#18,5,5;369;558
12837_2#50,5,5;369;558
22667_8#52,5,5;369;558
24775_1#10,5,5;369;558
19084_8#114,5,5;369;558
14913_5#83,5,5;369;558
17870_7#46,5,5;369;558
21999_8#132,5,5;369;558
15531_3#40,5,5;369;558
22667_8#34,5,5;369;558
17870_7#117,5,5;369;558
13414_8#55,5,5;369;558
15378_4#84,5,5;369;558
24820_2#333,5,5;369;558
15841_3#91,5,5;369;558
14324_6#53,5,5;369;558
24371_8#47,5,5;369;558
6730_3#19,5,5;369;558
22276_1#104,5,5;369;558
22276_1#95,5,5;369;558
13414_1#42,5,5;369;558
6630_1#11,5,5;369;558
17870_7#110,5,5;369;558
17059_7#91,5,5;369;558
23430_1#132,5,5;369;558
13415_4#8,5,5;369;558
17870_8#173,5,5;369;558
22841_3#52,5,5;369;558
14913_4#12,5,5;369;558
21127_1#143,5,5;369;558
19341_3#48,5,5;369;558
22841_3#82,5,5;369;558
17870_7#90,5,5;369;558
23164_8#131,5,5;369;558
15995_1#74,5,5;369;558
19646_1#4,5,5;369;558
21999_7#103,5,5;369;558
24775_1#38,5,5;369;558
24775_1#112,5,5;369;558
20402_4#108,5,5;369;558
17150_4#38,5,5;369;558
6593_5#17,5,5;369;558
14673_4#58,5,5;369;558
12837_3#10,5,5;369;558
15841_4#51,5,5;369;558
8016_3#59,5,5;369;558
15841_4#45,5,5;369;558
12290_2#41,5,5;369;558
24861_1#49,5,5;369;558
17175_5#5,5,5;369;558
16453_3#71,5,5;369;558
17428_8#32,224,224;296;563
14673_5#2,224,224;296;563
6736_4#6,224,224;296;563
24371_8#247,224,224;296;563
14673_5#3,224,224;296;563
16288_5#65,224,224;296;563
7011_5#19,224,224;296;563
17794_7#17,224,224;296;563
15531_6#28,224,224;296;563
14673_4#88,224,224;296;563
24371_8#279,224,224;296;563
6259_8#19,224,224;296;563
6730_1#22,224,224;296;563
11791_1#19,224,224;296;563
14673_4#89,224,224;296;563
24977_8#286,224,224;296;563
14673_5#6,224,224;296;563
24775_1#330,224,224;296;563
6631_2#20,224,224;296;563
14913_7#34,224,224;296;563
14936_4#67,224,224;296;563
24497_7#113,224,224;296;563
16288_7#15,224,224;296;563
14673_3#72,224,224;296;563
14936_4#39,224,224;296;563
15682_4#64,224,224;296;563
16288_4#75,224,224;296;563
14410_8#54,224,224;296;563
20925_3#58,224,224;296;563
18090_1#173,224,224;296;563
16288_5#31,224,224;296;563
19646_1#58,224,224;296;563
20957_7#120,224,224;296;563
24936_1#31,224,224;296;563
7038_7#11,224,224;296;563
24936_1#24,224,224;296;563
19341_3#73,224,224;296;563
24371_8#183,224,224;296;563
6680_6#19,224,224;296;563
24936_1#12,224,224;296;563
7011_3#19,224,224;296;563
15682_3#32,224,224;296;563
7054_5#4,224,224;296;563
16288_3#42,224,224;296;563
24775_1#255,224,224;296;563
24371_8#260,224,224;296;563
9803_7#33,224,224;296;563
16288_3#41,224,224;296;563
17428_8#50,224,224;296;563
16288_3#57,224,224;296;563
12290_3#37,325,325;578
9789_4#44,325,325;578
6972_7#58,325,325;578
6578_5#9,325,325;578
7004_3#8,325,325;578
6972_7#77,325,325;578
6972_8#15,325,325;578
7068_6#78,325,325;578
9716_7#59,325,325;578
18456_1#29,325,325;578
9789_2#88,325,325;578
7068_2#54,325,325;578
15531_3#11,325,325;578
18456_1#30,325,325;578
7068_6#77,325,325;578
17966_5#65,325,325;578
11860_5#85,226,226;599
24820_2#137,226,226;599
22841_4#35,226,226;599
22841_4#174,226,226;599
10071_4#6,226,226;599
22841_2#25,226,226;599
22027_1#110,226,226;599
22841_4#74,226,226;599
24371_8#20,226,226;599
22027_1#166,226,226;599
14936_4#48,226,226;599
22027_1#81,226,226;599
24371_8#6,226,226;599
24936_1#28,226,226;599
20925_3#54,226,226;599
24861_1#132,226,226;599
14723_2#84,226,226;599
10050_2#79,226,226;599
19341_3#172,226,226;599
14723_2#83,226,226;599
19183_3#105,22,22;600
7068_6#58,22,22;600
19341_1#91,22,22;600
15841_5#73,22,22;600
19646_1#158,22,22;600
14520_4#66,22,22;600
20402_4#9,22,22;600
15995_1#189,22,22;600
17175_5#4,22,22;600
23430_2#162,22,22;600
17175_4#27,22,22;600
17175_4#41,22,22;600
9789_2#36,22,22;600
19183_3#93,22,22;600
16399_7#71,22,22;600
15995_2#174,22,22;600
18456_1#13,22,22;600
17138_4#82,22,22;600
14520_5#72,22,22;600
17059_7#69,22,22;600
15995_1#126,22,22;600
22276_1#189,22,22;600
17150_4#7,22,22;600
17175_4#48,22,22;600
15378_4#87,22,22;600
13415_8#52,22,22;600
14566_5#2,22,22;600
15378_2#78,22,22;600
5362_5#7,22,22;600
5362_5#3,22,22;600
15531_2#43,22,22;600
17138_4#5,22,22;600
17175_5#2,22,22;600
17175_4#71,22,22;600
17059_7#87,22,22;600
15841_5#21,22,22;600
9221_2#9,22,22;600
17428_8#165,22,22;600
17175_4#83,22,22;600
9221_2#49,22,22;600
15731_8#87,22,22;600
22276_1#169,22,22;600
15731_8#15,22,22;600
17794_8#30,22,22;600
17138_4#85,22,22;600
17175_4#55,22,22;600
17794_8#43,22,22;600
14936_5#58,22,22;600
14936_5#20,22,22;600
19341_1#109,22,22;600
15995_1#175,22,22;600
17059_7#14,22,22;600
17175_4#15,22,22;600
17794_8#35,22,22;600
15873_5#83,22,22;600
17059_6#78,22,22;600
15531_5#89,22,22;600
17138_4#77,22,22;600
17966_5#82,22,22;600
14913_6#31,22,22;600
9789_5#7,22,22;600
19341_1#103,22,22;600
17150_4#81,22,22;600
15841_1#10,22,22;600
15995_2#130,22,22;600
17175_4#46,22,22;600
18456_1#163,22,22;600
14913_6#58,22,22;600
15995_2#80,22,22;600
15378_4#42,22,22;600
15995_2#98,22,22;600
17175_5#57,22,22;600
15841_4#13,22,22;600
14936_5#52,22,22;600
17794_8#75,22,22;600
14913_7#15,22,22;600
14723_6#10,22,22;600
15841_3#8,22,22;600
15873_2#81,22,22;600
15995_2#69,22,22;600
15531_2#30,22,22;600
15995_2#86,22,22;600
13470_1#15,22,22;600
17794_8#102,22,22;600
14555_4#45,22,22;600
17175_4#60,22,22;600
9221_2#69,22,22;600
15841_5#65,22,22;600
15378_3#82,22,22;600
17794_8#51,22,22;600
15531_5#20,22,22;600
17794_8#74,22,22;600
15873_4#32,22,22;600
15995_1#136,22,22;600
17059_8#19,22,22;600
22276_1#5,22,22;600
15873_1#71,22,22;600
24371_8#9,22,22;600
15873_4#75,22,22;600
15531_4#16,22,22;600
19341_1#95,22,22;600
15995_2#9,22,22;600
17059_6#88,22,22;600
17794_8#33,22,22;600
